PULocationID,DOLocationID,Freq,jojo,koko
237,236,35085,Manhattan,Manhattan
237,237,30379,Manhattan,Manhattan
236,237,29084,Manhattan,Manhattan
236,236,28932,Manhattan,Manhattan
237,162,21049,Manhattan,Manhattan
239,142,19934,Manhattan,Manhattan
239,238,19483,Manhattan,Manhattan
237,161,19371,Manhattan,Manhattan
161,237,18696,Manhattan,Manhattan
48,48,18593,Manhattan,Manhattan
142,239,18556,Manhattan,Manhattan
186,230,18432,Manhattan,Manhattan
186,161,18400,Manhattan,Manhattan
230,186,18047,Manhattan,Manhattan
107,170,17578,Manhattan,Manhattan
161,161,17565,Manhattan,Manhattan
234,170,17411,Manhattan,Manhattan
79,79,17283,Manhattan,Manhattan
186,170,16937,Manhattan,Manhattan
238,239,16497,Manhattan,Manhattan
162,170,16408,Manhattan,Manhattan
48,68,16143,Manhattan,Manhattan
161,164,16044,Manhattan,Manhattan
170,234,15368,Manhattan,Manhattan
141,236,15137,Manhattan,Manhattan
161,234,14871,Manhattan,Manhattan
164,161,14801,Manhattan,Manhattan
239,239,14788,Manhattan,Manhattan
161,230,14771,Manhattan,Manhattan
170,161,14714,Manhattan,Manhattan
100,161,14708,Manhattan,Manhattan
237,141,14673,Manhattan,Manhattan
186,234,14479,Manhattan,Manhattan
141,237,14418,Manhattan,Manhattan
138,230,14192,Queens,Manhattan
170,170,14138,Manhattan,Manhattan
48,161,14087,Manhattan,Manhattan
263,236,13933,Manhattan,Manhattan
142,48,13930,Manhattan,Manhattan
236,162,13863,Manhattan,Manhattan
161,236,13786,Manhattan,Manhattan
161,170,13753,Manhattan,Manhattan
161,163,13603,Manhattan,Manhattan
142,238,13559,Manhattan,Manhattan
263,141,13497,Manhattan,Manhattan
163,161,13459,Manhattan,Manhattan
79,107,13439,Manhattan,Manhattan
170,107,13406,Manhattan,Manhattan
141,141,13216,Manhattan,Manhattan
230,161,13201,Manhattan,Manhattan
