brooklyn,freq
11,58
14,352
17,2124
21,54
22,111
25,8767
26,237
29,75
33,8863
34,241
35,93
36,1193
37,2370
39,141
40,4713
49,2951
52,4407
54,409
55,69
61,1704
62,376
63,81
65,12075
66,3738
67,53
71,89
72,104
76,278
77,60
80,4486
85,205
89,742
91,171
97,7860
106,1572
108,21
111,20
112,4412
123,75
133,410
149,66
150,39
154,23
155,45
165,145
177,191
178,131
181,9219
188,1086
189,2331
190,489
195,716
210,67
217,589
222,23
225,889
227,106
228,892
255,9959
256,8468
257,289
