bronx,freq
3,16629
18,38891
20,29841
31,8314
32,19461
46,1416
47,27165
51,26891
58,2176
59,1285
60,17151
69,47526
78,31492
81,25154
94,15479
119,29095
126,21119
136,24788
147,18879
159,33492
167,31529
168,39288
169,40480
174,30873
182,20006
183,8548
184,1852
185,24222
199,5
200,20641
208,23222
212,18482
213,35307
220,35658
235,40440
240,6535
241,35458
242,32411
247,44307
248,18489
250,17681
254,35574
259,21436
