staten_island,freq
5,1867
6,4058
23,12750
44,2311
84,3253
99,1208
109,4849
110,52
115,4978
118,9985
156,8137
172,4141
176,2595
187,5730
204,1577
206,15140
214,6518
221,8827
245,8113
251,7453
