bronx,freq
3,15304
18,33395
20,22649
31,7034
32,17708
46,1631
47,23164
51,23315
58,1861
59,1368
60,14747
69,41847
78,27347
81,20491
94,13065
119,26237
126,18945
136,20650
147,16045
159,29090
167,27479
168,34672
169,34731
174,26982
182,17231
183,7727
184,2207
185,21871
199,5
200,13902
208,19932
212,15371
213,32268
220,31080
235,34346
240,6058
241,28414
242,29174
247,40171
248,15705
250,15815
254,30565
259,17374
