PULocationID,DOLocationID,Freq,jojo,koko
61,61,20266,Brooklyn,Brooklyn
76,76,18705,Brooklyn,Brooklyn
39,39,16246,Brooklyn,Brooklyn
129,129,14487,Queens,Queens
7,7,12936,Queens,Queens
14,14,11710,Brooklyn,Brooklyn
26,26,11690,Brooklyn,Brooklyn
181,181,11534,Brooklyn,Brooklyn
37,37,11021,Brooklyn,Brooklyn
36,37,10727,Brooklyn,Brooklyn
37,36,10202,Brooklyn,Brooklyn
112,255,10064,Brooklyn,Brooklyn
161,138,10026,Manhattan,Queens
7,223,9628,Queens,Queens
225,61,9601,Brooklyn,Brooklyn
61,225,9555,Brooklyn,Brooklyn
223,7,9309,Queens,Queens
255,112,9291,Brooklyn,Brooklyn
61,188,9117,Brooklyn,Brooklyn
230,138,9108,Manhattan,Queens
223,223,9042,Queens,Queens
188,61,8998,Brooklyn,Brooklyn
82,82,8881,Queens,Queens
17,61,8686,Brooklyn,Brooklyn
92,92,8604,Queens,Queens
61,17,8527,Brooklyn,Brooklyn
95,95,8019,Queens,Queens
80,255,7887,Brooklyn,Brooklyn
198,198,7807,Queens,Queens
89,89,7764,Brooklyn,Brooklyn
256,255,7669,Brooklyn,Brooklyn
161,234,7601,Manhattan,Manhattan
255,80,7530,Brooklyn,Brooklyn
36,36,7461,Brooklyn,Brooklyn
234,79,7291,Manhattan,Manhattan
162,138,7283,Manhattan,Queens
225,225,7243,Brooklyn,Brooklyn
138,230,7179,Queens,Manhattan
112,112,7160,Brooklyn,Brooklyn
246,234,7149,Manhattan,Manhattan
255,256,7139,Brooklyn,Brooklyn
234,161,7138,Manhattan,Manhattan
79,234,7129,Manhattan,Manhattan
39,76,6969,Brooklyn,Brooklyn
181,61,6900,Brooklyn,Brooklyn
80,37,6877,Brooklyn,Brooklyn
234,68,6873,Manhattan,Manhattan
255,37,6849,Brooklyn,Brooklyn
37,225,6842,Brooklyn,Brooklyn
225,17,6802,Brooklyn,Brooklyn
