manhattan,freq
4,2
12,0
13,1
24,3547
41,59975
42,37384
43,9325
45,2
48,1
50,0
68,5
74,63237
75,55690
79,0
87,0
88,0
90,0
100,0
103,0
104,0
105,0
107,0
113,1
114,0
116,15980
120,154
125,0
127,3337
128,160
137,0
140,2
141,1
142,1
143,2
144,0
148,3
151,3
152,8714
153,526
158,1
161,1
162,0
163,2
164,1
166,45546
170,1
186,1
194,181
202,119
209,0
211,1
224,0
229,4
230,0
231,2
232,1
233,0
234,0
236,2799
237,1
238,2
239,1
243,5867
244,23582
246,0
249,1
261,0
262,45
263,733
