bronx,freq
3,163
18,1105
20,949
31,540
32,234
46,20
47,872
51,233
58,6
59,42
60,388
69,3188
78,1111
81,124
94,621
119,1266
126,577
136,735
147,509
159,3443
167,1164
168,3138
169,1150
174,1434
182,1820
183,204
184,195
185,639
199,0
200,120
208,416
212,1650
213,564
220,827
235,909
240,68
241,661
242,1874
247,6149
248,545
250,847
254,299
259,77
