bronx,freq
3,137
18,1128
20,940
31,236
32,246
46,10
47,1017
51,176
58,6
59,24
60,403
69,3320
78,1053
81,95
94,521
119,1059
126,638
136,744
147,544
159,3925
167,1349
168,3097
169,1227
174,1710
182,1637
183,161
184,138
185,579
199,0
200,74
208,311
212,1711
213,538
220,908
235,966
240,66
241,771
242,1932
247,5010
248,538
250,793
254,263
259,77
