bronx,freq
3,146
18,1136
20,952
31,214
32,208
46,17
47,980
51,244
58,7
59,30
60,423
69,3173
78,1107
81,83
94,616
119,1078
126,658
136,760
147,539
159,4067
167,1389
168,3206
169,1226
174,1531
182,1586
183,160
184,149
185,582
199,0
200,106
208,332
212,1609
213,551
220,1045
235,964
240,63
241,714
242,1798
247,4989
248,583
250,765
254,302
259,60
